name,location,investment_focus,investor_type,stage_focus,portfolio_examples,source_link
Tyler Steed,United States District of Columbia Washington,"Health Care, Emerging Technology, Digital Services","Venture Capital, Private Equity Firm, Investor","Seed, Early Stage Venture",RADICL,https://investorhunt.co/investors/tyler-steed
Heath Butler,United States Texas Houston,"Health Care, Talent Management, Data Science","Venture Capital, Incubator, Private Equity Firm, Investor","Seed, Early Stage Venture","WizeHire, SmartAC.com, Profitr, Medefy Health, Astronaut",https://investorhunt.co/investors/heath-butler
James Haddaway,United States Texas Fort Worth,"Health Care, E-commerce, Consumer Goods",Private Equity Firm,,"Pavise Capital Management, Lovesac, Pipedrive, 1-Page, Amrit Advanced Biotech",https://investorhunt.co/investors/james-h
Jeff Lipp,United States California Los Angeles,"Health Care, E-commerce, Wellness","Venture Capital, Incubator, Accelerator, Private Equity Firm, Angel/Individual, Venture Debt, Micro VC","Seed, Early Stage Venture","TidePool, Heartland Payment Systems, First Data Corporation",https://investorhunt.co/investors/jeff-lipp
Dylan Reid,United States California San Francisco,"Health Care, Data Integration, Data Science","Venture Capital, Private Equity Firm, Micro VC, Investor","Seed, Early Stage Venture","Verusen, Nabla Bio, Elementary Robotics, Fox Robotics, Boltz",https://investorhunt.co/investors/dylan-reid
Matt Miller,United States California San Francisco,"Health Care, Wearables, Email","Venture Capital, Angel/Individual, Investor",Series B,"Compound Finance, HireVue, SimpliSafe, ArcLight Capital Partners, ArcLight Capital Partners, LLC",https://investorhunt.co/investors/matt-miller
Will Herman,United States Massachusetts Boston,"Advertising, Health Care, Remote Work Tech","Venture Capital, Angel/Individual, Investment Partner","Seed, Early Stage Venture","Pristēm, EverTrue, Bolt, Kinvey, DipJar",https://investorhunt.co/investors/will-herman
Mahesh C,India Karnataka Bengaluru,"Advertising, Health Care, Digital Services","Angel/Individual, Finance Operator",Seed,Taodyne,https://investorhunt.co/investors/mahesh-c
Josh Elman,United States California San Francisco,"Advertising, Local Commerce, Health Care","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner","Seed, Pre-Seed, Early Stage Venture, Series A","Hipset, Koji, Freshplum, Betable, Tracks.by",https://investorhunt.co/investors/josh-elman
Sikender Khan,Canada Ontario Ottawa,"Clean Tech, Health Care, Autonomous Vehicles","Venture Capital, Private Equity Firm, Investor","Seed, Series A",Udug Limited,https://investorhunt.co/investors/sikender-khan
Arie Abecassis,United States New York White Plains,"Advertising, Health Care, High-growth Startups","Venture Capital, Entrepreneurship Program, Accelerator, Private Equity Firm, Angel/Individual, Investor",Early Stage Venture,"The Athletic, SeatGeek, Myndlift, Adaptly, Flux Protocol",https://investorhunt.co/investors/arie-abecassis
Jan Bouten,United States Texas Austin,"Health Care, Autonomous Vehicles, High-growth Startups","Venture Capital, Advisor, Government Office, Private Equity Firm, Micro VC, Investor","Seed, Pre-Seed, Early Stage Venture","otto by DEVCON, Restore Medical Solutions, Entac Medical, AgriSync, LawnTap",https://investorhunt.co/investors/jan-bouten
Raymond Tonsing,United States California San Francisco,"Health Care, Remote Work Tech, Wearables","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investment Partner, Investor","Seed, Pre-Seed, Early Stage Venture, Series A","Parse, Bitwise Asset Management, Opendoor, Nuzzel, Exec",https://investorhunt.co/investors/raymond-tonsing
Dylan Field,United States California Penngrove,"Advertising, Health Care, Data Integration",Angel/Individual,"Seed, Pre-Seed","Linear, On Deck, OpenSea, Census, Reduct",https://investorhunt.co/investors/dylan-field
Christophe Raynaud,France Île-de-France Paris,"Health Care, E-commerce, Accounting","Venture Capital, Founder, Private Equity Firm, Finance Operator, Investor",Seed,"Opal, Koyeb, Tripndrive, Storetail, DataDome",https://investorhunt.co/investors/christophe-raynaud
John Kim,United States New York New York City,"Health Care, Research and Development, Drug Discovery","Venture Capital, Private Equity Firm",,"Alyce, Empathy, Prosimo.io, BrightInsight, Cityblock Health",https://investorhunt.co/investors/john-kim
Krzysztof Belech,Poland Lesser Poland Voivodeship,"Health Care, Telecommunications, Customer Service","Venture Capital, Incubator, Accelerator, Private Equity Firm, Micro VC",Early Stage Venture,"PeekQuick, Coolomat sp. Z oo, Synerise, WeGirls, EGZOTech",https://investorhunt.co/investors/krzysztof-belech
Ravi Singh,United States Connecticut Stamford,"Health Care, Wearables, Hospitals","Venture Capital, Private Equity Firm, Micro VC",Seed,"Wearsafe Labs, ORIX Corporation USA, Trumid, Credit Suisse Asset Management",https://investorhunt.co/investors/ravi-singh
Yuechen Zhao,United States California San Francisco,"Health Care, Wearables, Telecommunications","Venture Capital, Entrepreneurship Program, Private Equity Firm",Series A,"Nium, Glimpse, Plus, Alpha Medical, Nimble Robotics",https://investorhunt.co/investors/yuechen-zhao
Neil Callahan,United States New York New York City,"Advertising, Health Care, Data Integration","Venture Capital, Private Equity Firm, Micro VC",,"Bizzabo, Tailwind, r4 Technologies, Counsyl, Webgility",https://investorhunt.co/investors/neil-callahan
Kyle Betty,United States Massachusetts Boston,"Health Care, Talent Management, Telecommunications","Venture Capital, Private Equity Firm, Investment Partner, Investor",Seed,"Good Sports, Inc.",https://investorhunt.co/investors/kyle-betty
Dana Wright,United States Texas Austin,"Health Care, Hospitals, E-commerce","Angel/Individual, Micro VC, Investment Partner",,"Vantage Point, ChefHero, Eta Vision, LogicGate, Music Audience Exchange",https://investorhunt.co/investors/dana-wright
Matthew Garff,United States California Los Angeles,"Health Care, Telecommunications, Hospitals","Venture Capital, Private Equity Firm",,"Profind, Cybiko",https://investorhunt.co/investors/matthew-garff
Paul Weiss,United States Wisconsin Madison,"Patient Care, Health Care, Hospitals","Venture Capital, Private Equity Firm",Early Stage Venture,"EnsoData, HistoSonics, Eximis Surgical, Health Scholars, SkySpecs",https://investorhunt.co/investors/paul-weiss
Michelle Deaker,Australia New South Wales Sydney,"Health Care, Autonomous Vehicles, E-commerce","Venture Capital, Private Equity Firm",,"Employment Hero, Phocas, Zoomo, Shippit, Kira Biotech",https://investorhunt.co/investors/michelle-deaker
Tamer Hassanein,United States Texas Austin,"Health Care, Telecommunications, Autonomous Vehicles","Venture Capital, Micro VC",,"AdStage, Affordable Luxury Network, Chirpme, Cloudera, Connected Data",https://investorhunt.co/investors/tamer-hassanein
Jack Pearson,United States Illinois Chicago,"Advertising, Health Care, Customer Service","Venture Capital, Design Operator, Entrepreneurship Program, Founder, Angel/Individual, Investment Partner, Investor","Seed, Pre-Seed","Uber, Iron Fish, Postmates, FundersClub, Gameto",https://investorhunt.co/investors/jack-pearson
Paul Daccus,United Kingdom England Greater London,"Health Care, Telecommunications, Hospitals","Venture Capital, Private Equity Firm",,"Profind, Cybiko, Deloitte, Arthur Andersen",https://investorhunt.co/investors/paul-daccus
Paul Grossinger,United States New York New York City,"Health Care, Talent Management, E-commerce","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner",Seed,"uSTADIUM, SELECT, Quvy.com",https://investorhunt.co/investors/paul-grossinger
Adam Koppel,United States Massachusetts Wellesley,"Health Care, Talent Management, Telecommunications","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",Seed,"Aptinyx, Synapticure, Cerevel Therapeutics, ViaCyte, InflaRx",https://investorhunt.co/investors/adam-koppel
Marc Magna,United States Connecticut Norwalk,"Industrial Energy Efficiency, Clean Tech, Health Care","Venture Capital, Private Equity Firm",Early Stage Venture,"Global BioDiagnostics, Morgan Solar, PureNodal, XANT, InvenTrust",https://investorhunt.co/investors/marc-la-magna
Hasan Aslanoba,Turkey Istanbul Province Istanbul,"Health Care, Wearables, E-commerce","Venture Capital, Private Equity Firm, Micro VC",,"Colendi, Modacruz, BuldumBuldum.com, Carbon Health, Tala",https://investorhunt.co/investors/hasan-aslanoba
Alain Denis,Canada Quebec Laval,"Clean Tech, Health Care, Research and Development","Venture Capital, Incubator, Accelerator, Private Equity Firm, Venture Debt",,"Microbrasserie Le Bockale inc, Noviflow, Préverco inc, Joseph Ribkoff Inc., AddÉnergie",https://investorhunt.co/investors/alain-denis-mba-icd
Rob Sprawson,United Kingdom England Cambridge,"Health Care, Wearables, Genetics","Venture Capital, Accelerator, Private Equity Firm, Finance Operator, Investor","Seed, Series A","Cytora, PragmatIC Semiconductor, Sense Biodetection, Seldon, Undo",https://investorhunt.co/investors/rob-sprawson
Daniel Geballe,United States California San Francisco,"Clean Tech, Health Care, High-growth Startups","Venture Capital, Private Equity Firm",,"SchooLinks, Interplay Learning, Terabase Energy, Perishable Shipping Solutions, mPulse Mobile",https://investorhunt.co/investors/daniel-geballe
Jordan Walton,United States New York New York City,"Advertising, Health Care, E-commerce","Venture Capital, Private Equity Firm, Venture Debt, Investment Partner",,"Dentive, Corcentric, Accellion, membersy, Congruity360",https://investorhunt.co/investors/jordan-walton
Tom Davidson,United States District of Columbia Washington,"Health Care, Wellness, Investment Management","Entrepreneurship Program, Angel/Individual, Micro VC",Seed,SocialRadar,https://investorhunt.co/investors/tom-davidson
Anurag Ramdasan,India Maharashtra Mumbai,"Health Care, DeepTech, Wellness","Venture Capital, Private Equity Firm, Micro VC, Investment Partner, Investor","Seed, Early Stage Venture, Series A","Dhan, Everstage, WeRize, Ripplr, Kuku FM",https://investorhunt.co/investors/anurag-ramdasan
Marc Weiser,United States Michigan Ann Arbor,"Health Care, Wearables, Wellness","Venture Capital, Angel/Individual, Investment Partner, Investor",Seed,"First Dollar, Mojo Motors, Kabongo, BountyJobs, Automatic",https://investorhunt.co/investors/marc-weiser
Eric Doolittle,United States California San Francisco,"Health Care, Data Integration, Email","Venture Capital, Investment Bank, Private Equity Firm",,"SolarWinds, Zipari, Venafi, K2, Syntellis Performance Solutions",https://investorhunt.co/investors/eric-doolittle
Venkatesh Peddi,India Karnataka Bengaluru,"Health Care, Wearables, Email","Venture Capital, Corporate Venture Capital, Private Equity Firm, Micro VC",Early Stage Venture,"Uniphore, SquadStack, Aether Biomedical, CreditMantri, cure.fit",https://investorhunt.co/investors/venkatesh-peddi
Philip Meicler,United States California San Francisco,"Health Care, Talent Management, Telecommunications","Venture Capital, Private Equity Firm, Investment Partner",,"Hudl, BioCatch, A Cloud Guru",https://investorhunt.co/investors/philip-meicler
Wayne Boulais,United States Massachusetts Boston,"Health Care, E-commerce, Cybersecurity","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner","Seed, Early Stage Venture","Visibly, Tastebud",https://investorhunt.co/investors/wayne-boulais
Ricky Sun,United States Massachusetts Boston,"Health Care, Talent Management, Telecommunications","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner",,"Emalex Biosciences, Tenacia Biotechnology, Avistone, Savara Inc., Pharvaris",https://investorhunt.co/investors/ricky-sun
Laura Buhler,United States California San Francisco,"Health Care, E-commerce, Application Integration","Venture Capital, Private Equity Firm, Finance Operator, Investor",Series A,"Various Startups, C100 · Full-time, Gilt.com · Full-time, Gilt.com",https://investorhunt.co/investors/laura-buhler
Frank Barbieri,United States California San Francisco,"Health Care, Consumer Gadgets, Pet Care","Angel/Individual, Investor",Seed,"CareGuide, PebblePost",https://investorhunt.co/investors/frank-barbieri
Jesse Feldman,United States Massachusetts Boston,"Advertising, Health Care, Talent Management","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner","Series B, Early Stage Venture, Series A","Robotiq, Drillinginfo",https://investorhunt.co/investors/jesse-feldman
Philippe Botteri,United Kingdom England London,"Health Care, E-commerce, Business Operations","Venture Capital, Accelerator, Corporate Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investor","Series B, Early Stage Venture, Series A","Doctolib, Algolia, Qubit, PayFit, BlaBlaCar",https://investorhunt.co/investors/philippe-botteri
Qingsheng Zheng,China Shanghai,"Health Care, Disruptive Innovation, Wellness","Venture Capital, Private Equity Firm",Early Stage Venture,"Trustbridge Partners, ShanDa Interactive Entertainment Ltd.",https://investorhunt.co/investors/qingsheng-zheng
Kevin Mahaffey,United States California San Francisco,"Health Care, Data Integration, Wearables","Venture Capital, Founder, Angel/Individual, Investment Partner, Investor","Seed, Pre-Seed","OpenSea, Boosted, Dyspatch, Front, Lob",https://investorhunt.co/investors/kevin-patrick-mahaffey
Tasha Seitz,United States Illinois Chicago,"Health Care, Wellness, Women Founded","Venture Capital, Private Equity Firm, Micro VC, Investor",,"FutureFuel.io, Borrowell, ConsejoSano, PadSplit, Afresh Technologies",https://investorhunt.co/investors/tasha-seitz
Alexandra Manick,United States Massachusetts Boston,"Health Care, Cybersecurity, Android","Venture Capital, Private Equity Firm",,"Wren Therapeutics, Cullinan Oncology, Zippity, Breezeway, Commonwealth Fusion",https://investorhunt.co/investors/alexandra-manick
